AMPID,TITLE,LATITUDE,LONGITUDE,TYPE,DESCRIPTION
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],13.31667,-87.21667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.09,-86.37,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],13.33333,-87.08333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.75,-85.66667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.58333,-87.66667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.91667,-88.91667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.41667,-88,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.08333,-86.5,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.25,-87.16667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.25,-84.33333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.83333,-86,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.25,-87.16667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.13333,-87.21667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.4,-87.8,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.55,-86.3,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.46,-87.88,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.48333,-86.55,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.65,-88.2,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.265,-87.96667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.21,-87.95,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.79,-87.849,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.16667,-84.08333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.33333,-87.91667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.5,-88,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.96667,-87.88333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.76667,-88.78333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.58333,-86,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.88333,-85.83333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],14.15,-87.03333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.31667,-88.03333,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.18333,-84.61667,TRANSPORTE Y ALMACENAJE,
87171153478,Fortalecimiento de la Capacidad de PlanificaciÃ_n Municipal Territorial [P106680],15.23,-87.23,TRANSPORTE Y ALMACENAJE,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.46923,-84.34479,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.48333,-84.33333,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.5,-84.8,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.75,-84.48333,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.83333,-85.9,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.85114,-85.89412,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.05,-85.27,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.1,-85.53333,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15,-86.5,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.91676,-84.9099,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.06667,-85.98333,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.36,-85.97,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.3,-85.25,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.6,-84.8,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.85,-85.2,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,14.05966,-86.00166,MULTISECTOR / CORTE CRUZADO,
BAMU024,Reserva de la Biosfera Transfronteriza CorazÃ_n del Corredor BiolÃ_gico Mesoamericano,15.18333,-84.61667,MULTISECTOR / CORTE CRUZADO,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.46667,-87.01667,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.56667,-87.1,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.68333,-86.78333,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.63333,-87.1,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.3,-86.85,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.5,-86.7,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.11667,-87.51667,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.78333,-86.8,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.71667,-87.38333,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.61667,-86.78333,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.58333,-87.11667,SILVICULTURA,
BAMU021,Pico Bonito Sustentable Forestal [P092987],15.46667,-86.75,SILVICULTURA,
BAMU036,Asistencia TÃ©cnica al Sector Financiero [FSTAC],15,-86.5,GOBIERNO Y SOCIEDAD CIVIL,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.85114,-85.89412,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.61444,-87.95302,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,13.30028,-87.19083,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.45139,-87.6375,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,16.31759,-86.53793,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.03333,-86.58333,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.13333,-87.21667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,13.86667,-86.55,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.4,-87.8,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.66667,-86.21944,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.76667,-86.83333,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.43333,-87.91667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.31944,-87.67917,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,13.53611,-87.4875,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.03333,-88.71667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.48131,-86.57415,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.28333,-87.96667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.23333,-87.96667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.82562,-87.92968,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,13.42417,-87.44722,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.33333,-87.91667,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.50417,-88.025,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.91944,-88.23611,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.98333,-87.9,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.76667,-88.77917,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.6,-87.83333,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,14.4,-87.08333,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.78333,-87.45,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.68333,-86,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.31667,-88,MULTISECTOR / CORTE CRUZADO,
BAMU005,Desarrollo Urbano Integral Barrio-Ciudad,15.1375,-87.12778,MULTISECTOR / CORTE CRUZADO,
87171123506,Manejo Integrado de Agua Urbana en el ÃÅrea de Tegucigalpa (IUWM) [P125903],14.0818,-87.20681,AGUA Y SANEAMIENTO,
87171123519,Proyecto de Mejoramiento en el Monitoreo Nutricional y Respuesta a la Crisis Global [P082242],15,-86.5,SALUD,
87171123519,Proyecto de Mejoramiento en el Monitoreo Nutricional y Respuesta a la Crisis Global [P082242],15.75971,-86.78221,SALUD,
87171123519,Proyecto de Mejoramiento en el Monitoreo Nutricional y Respuesta a la Crisis Global [P082242],15.50417,-88.025,SALUD,
87171123519,Proyecto de Mejoramiento en el Monitoreo Nutricional y Respuesta a la Crisis Global [P082242],14.0818,-87.20681,SALUD,
871711213060,Financiamiento Adicional NutriciÃ_n y ProtecciÃ_n Social,15,-86.5,SALUD,
871711213058,Proyecto Infraestructura Rural [PIR],13.47806,-87.07556,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.83333,-89.1,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.55,-86.65,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.28333,-87.66667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.16667,-88,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.11667,-88.2,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.16667,-88.13333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.21667,-87,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.61667,-86.65,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.83333,-89.15,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.28889,-87.03472,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.53333,-89.11667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.63333,-86.81667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.01667,-88.98333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.9,-86.68333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.3,-86.53333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.03333,-88.83333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.53333,-89.08333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.71667,-86.83333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.05,-86.5,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.08333,-86.38333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.03333,-88.8,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.48333,-89,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.31944,-87.67917,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.03333,-86.71667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.55,-88.93333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.06667,-86.8,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.15,-88.03333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.03333,-88.71667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.48167,-87.105,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.26667,-88.28333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.83333,-86.58333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.04,-88.88,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.96667,-88.86667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.25,-87.95,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.03333,-88.3,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.08333,-88.38333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.3,-88.41667,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.43333,-86.8,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15,-88.75,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.25,-87.85,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],13.30056,-87.11389,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.28333,-87.93333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.86667,-89.1,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.35,-87.9,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.48333,-88.93333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],14.83333,-86.53333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.13333,-88.23333,MULTISECTOR / CORTE CRUZADO,
871711213058,Proyecto Infraestructura Rural [PIR],15.01667,-86.7,MULTISECTOR / CORTE CRUZADO,
BAMU008,"Calidad de la EducaciÃ_n, Gobernabilidad y Fortalecimiento Institucional",15,-86.5,EDUCACION,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.64,-87.92,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],13.31667,-87.21667,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.45,-87.63333,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.09,-86.37,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.13333,-87.21667,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.4,-87.8,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.67,-86.76,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.46,-87.88,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.79878,-87.34835,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.265,-87.96667,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.79,-87.849,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.33333,-87.91667,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.25,-87.75,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.61667,-87.83333,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.67145,-87.98693,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],14.29,-86.7,AGUA Y SANEAMIENTO,
BAMU013,Proyecto de ModernizaciÃ_n del Sector Agua y Saneamiento [PROMOSAS],15.31667,-88.03333,AGUA Y SANEAMIENTO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],13.95,-87.66667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.4,-87.73333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.83333,-88.3,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.93333,-88.5,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],15.36667,-88.55,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.5,-88.5,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.48333,-88.78333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14,-88,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14,-88.36667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.08333,-88.56667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.3,-87.65,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.8,-88.2,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.15,-88,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],15.13333,-88.2,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.3,-88.88333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],13.95,-88.26667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.45,-87.63333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.03333,-88.33333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.5,-89.18333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],15.18333,-88.13333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.8,-88.15,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.92,-89.15,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.55,-88.84,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.65,-88.83333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.88333,-88.81667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.53333,-89.11667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.85,-88.81667,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.76667,-88.33333,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],15,-89,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.575,-87.74306,MULTISECTOR / CORTE CRUZADO,
BAMU014,Competitividad Rural de Honduras [COMRURAL],14.23333,-88.45,MULTISECTOR / CORTE CRUZADO,
